Date,Lcl_Bus_Speeds,SBS_Bus_Speeds
2021-05,7.615010391,
2021-05,5.615511464,
2021-05,5.848441145,
2021-05,7.179024483,
2021-05,5.076881004,
2021-05,6.022572656,
2021-05,7.023557667,
2021-05,6.332637445,
2021-05,6.042774292,
2021-05,6.128877385,
2021-05,6.964019182,
2021-05,6.043306213,
2021-05,9.766297381,
2021-05,5.96901349,
2021-05,7.954998332,
2021-05,6.360925002,
2021-05,6.631629806,
2021-05,8.114063949,
2021-05,6.026594306,
2021-06,6.817684718,
2021-06,8.082113604,
2021-06,5.609971499,
2021-06,8.418559684,
2021-06,5.914981186,
2021-06,5.896947676,
2021-06,8.55485676,
2021-06,6.624683607,
2021-06,5.071883526,
2021-06,5.648025212,
2021-06,8.032762863,
2021-06,6.409507451,
2021-06,6.03514,
2021-06,11.35216985,
2021-06,8.978737201,
2021-06,6.621104937,
2021-06,6.673873902,
2021-06,6.524806123,
2021-06,14.53141355,
2021-06,6.887545428,
2021-06,7.295206576,
2021-06,7.604353344,
2021-06,5.563231847,
2021-06,6.066226305,
2021-06,7.01029127,
2021-06,5.078849486,
2021-06,6.030469121,
2021-06,6.973819955,
2021-06,6.213439426,
2021-06,5.835939364,
2021-06,6.012580527,
2021-06,6.868864006,
2021-06,5.977964508,
2021-06,9.458995984,
2021-06,5.900383393,
2021-06,7.847959807,
2021-06,6.293576817,
2021-06,6.6796334,
2021-06,8.096514515,
2021-06,6.038570532,
2021-07,6.909565678,
2021-07,8.178109213,
2021-07,5.622247685,
2021-07,9.859897752,
2021-07,5.900494914,
2021-07,5.803877342,
2021-07,8.615758652,
2021-07,6.573611373,
2021-07,5.117591665,
2021-07,5.696995671,
2021-07,8.241698118,
2021-07,6.376301342,
2021-07,6.034875137,
2021-07,11.35424921,
2021-07,8.812203997,
2021-07,6.670529643,
2021-07,7.257947372,
2021-07,6.603365507,
2021-07,14.51118307,
2021-07,7.068570776,
2021-07,7.451573409,
2021-07,7.68007001,
2021-07,5.534957846,
2021-07,6.183386044,
2021-07,7.195783675,
2021-07,5.162497289,
2021-07,6.100314027,
2021-07,7.04538866,
2021-07,6.354014314,
2021-07,6.109928257,
2021-07,6.103698547,
2021-07,7.148449106,
2021-07,6.132165903,
2021-07,9.346191564,
2021-07,5.980085786,
2021-07,8.301654543,
2021-07,6.272149828,
2021-07,6.719209836,
2021-07,8.084885015,
2021-07,6.046908339,
2021-08,6.852304818,
2021-08,8.261958886,
2021-08,5.645034975,
2021-08,10.14944548,
2021-08,5.937829217,
2021-08,5.759267044,
2021-08,8.738085975,
2021-08,6.577168553,
2021-08,5.133620352,
2021-08,5.699647738,
2021-08,8.322716647,
2021-08,6.420406155,
2021-08,6.141230473,
2021-08,11.42544624,
2021-08,8.970479732,
2021-08,6.7256012,
2021-08,7.331737182,
2021-08,6.682684473,
2021-08,14.68162023,
2021-08,6.970554517,
2021-08,7.544967437,
2021-08,7.738659675,
2021-08,5.532600309,
2021-08,6.120767213,
2021-08,7.319737318,
2021-08,5.079139961,
2021-08,6.106639274,
2021-08,7.196816336,
2021-08,6.418043248,
2021-08,6.111723008,
2021-08,6.129228221,
2021-08,7.163262324,
2021-08,6.136299323,
2021-08,9.508400577,
2021-08,5.971889717,
2021-08,8.251975644,
2021-08,6.271875473,
2021-08,6.651986571,
2021-08,8.005770795,
2021-08,5.998216421,
2021-09,6.373883834,
2021-09,7.752285772,
2021-09,5.365280366,
2021-09,7.788408843,
2021-09,5.679571593,
2021-09,5.554858978,
2021-09,8.058257009,
2021-09,6.125157945,
2021-09,4.935480772,
2021-09,5.369612304,
2021-09,7.512390704,
2021-09,6.016094771,
2021-09,5.816207885,
2021-09,10.98730236,
2021-09,8.829878695,
2021-09,6.384008066,
2021-09,6.685917601,
2021-09,6.354785443,
2021-09,14.29441298,
2021-09,6.694955627,
2021-09,7.06773084,
2021-09,7.362705952,
2021-09,5.200557264,
2021-09,5.557495952,
2021-09,6.796209806,
2021-09,4.881387791,
2021-09,5.719098499,
2021-09,6.727720105,
2021-09,6.08964202,
2021-09,5.387449231,
2021-09,5.927646033,
2021-09,6.691872135,
2021-09,5.893999502,
2021-09,9.612360212,
2021-09,5.397454287,
2021-09,7.43023875,
2021-09,6.200839573,
2021-09,6.418622705,
2021-09,7.708450516,
2021-09,5.902774175,
2021-10,6.419520195,
2021-10,7.527786459,
2021-10,5.199352164,
2021-10,7.628374843,
2021-10,5.58386064,
2021-10,5.496279041,
2021-10,8.026638925,
2021-10,6.056476721,
2021-10,4.974036884,
2021-10,5.402905483,
2021-10,7.200439584,
2021-10,5.959374158,
2021-10,5.784476091,
2021-10,11.14195826,
2021-10,8.742560251,
2021-10,6.374985058,
2021-10,6.6264271,
2021-10,6.213462192,
2021-10,14.30533218,
2021-10,6.46401153,
2021-10,6.963056731,
2021-10,7.296514713,
2021-10,5.259981175,
2021-10,5.561527839,
2021-10,6.833982323,
2021-10,4.77977473,
2021-10,5.579352941,
2021-10,6.610508562,
2021-10,6.067661843,
2021-10,5.575074608,
2021-10,5.914475299,
2021-10,6.657403419,
2021-10,5.843465133,
2021-10,9.562527005,
2021-10,5.501138953,
2021-10,7.663121125,
2021-10,5.996073491,
2021-10,6.25828348,
2021-10,7.606736649,
2021-10,5.79718217,
2021-11,6.448571722,
2021-11,7.615949282,
2021-11,5.318489561,
2021-11,7.751315652,
2021-11,5.562012584,
2021-11,5.561987218,
2021-11,8.103586006,
2021-11,6.090468278,
2021-11,5.001721595,
2021-11,5.451505221,
2021-11,7.305649295,
2021-11,6.052230535,
2021-11,5.768263987,
2021-11,11.33328144,
2021-11,8.731266029,
2021-11,6.429586039,
2021-11,6.800832538,
2021-11,6.281630625,
2021-11,14.3308035,
2021-11,6.479040957,
2021-11,6.973299879,
2021-11,7.319925896,
2021-11,5.299083832,
2021-11,5.499636497,
2021-11,6.74056632,
2021-11,4.898341022,
2021-11,5.677073797,
2021-11,6.590177496,
2021-11,6.206998356,
2021-11,5.642715601,
2021-11,5.931173045,
2021-11,6.669657075,
2021-11,5.841278819,
2021-11,9.467799556,
2021-11,5.620520192,
2021-11,7.906178541,
2021-11,6.071750977,
2021-11,6.368065763,
2021-11,7.694069511,
2021-11,5.80697701,
2021-12,6.640754125,
2021-12,7.889989541,
2021-12,5.458139215,
2021-12,7.949823636,
2021-12,5.839865512,
2021-12,5.735930186,
2021-12,8.296769343,
2021-12,6.43121542,
2021-12,5.108919112,
2021-12,5.600222951,
2021-12,7.648555323,
2021-12,6.315976774,
2021-12,5.912574586,
2021-12,11.42576078,
2021-12,9.139712611,
2021-12,6.687854221,
2021-12,6.994613123,
2021-12,6.408360119,
2021-12,14.69746918,
2021-12,6.849801202,
2021-12,7.180268153,
2021-12,7.497820165,
2021-12,5.566962796,
2021-12,6.179850173,
2021-12,6.971620204,
2021-12,5.111447313,
2021-12,5.95501481,
2021-12,6.800840987,
2021-12,6.239927136,
2021-12,5.913656246,
2021-12,6.095050947,
2021-12,6.878276237,
2021-12,6.02927657,
2021-12,10.11250021,
2021-12,5.810921153,
2021-12,8.146991312,
2021-12,6.176964072,
