month,lcl_average_speed,sbs_average_speed
,5.885256291,
,8.819545662,
,6.84414588,
,5.170532874,
,5.769155869,
,8.001543119,
,6.508927738,
,6.131359953,
,11.29569819,
,9.526069833,
,6.935927111,
,7.029001282,
,6.703380983,
,15.27054541,
,6.92158903,
,7.538622987,
,7.732425002,
,5.805934042,
,6.275162556,
,7.189676194,
,5.105896196,
,6.130265521,
,7.105771923,
,6.399110461,
,6.217167243,
,6.171284492,
,7.284719413,
,6.149580214,
,9.545107621,
,6.159755676,
,8.115740856,
,6.39931451,
,6.722902417,
,8.093814046,
,6.149596606,
,7.02633006,
,8.318712167,
,5.636235214,
,8.122854124,
,5.885130228,
,5.947367686,
,8.822804238,
,6.712639337,
,5.166683179,
,5.767078988,
,8.19505303,
,6.457117282,
,6.124093022,
,11.52821145,
,9.409257932,
,6.826850288,
,7.202269304,
,6.711804184,
,15.37456412,
,6.801742993,
,7.530349462,
,7.786813878,
,5.754064015,
,6.120818478,
,7.362426547,
,5.109557878,
,6.034476324,
,7.18216482,
,6.349038474,
,6.067368227,
,6.181546194,
,7.294841476,
,6.091749009,
,10.51649046,
,6.062714265,
,8.204685628,
,6.394947736,
,6.78683087,
,8.13893196,
,6.141389776,
,7.009939609,
,8.221220284,
,5.668997637,
,8.162972889,
,6.002382652,
,5.952062515,
,8.716641472,
,6.639086438,
,5.108226999,
,5.692386692,
,8.184427475,
,6.534448013,
,6.05901485,
,11.47319543,
,9.303081586,
,6.786169564,
,7.044143239,
,6.597656546,
,14.91165321,
,6.956891219,
,7.376573934,
,7.687131079,
,5.755672541,
,6.028493238,
,7.255609169,
,5.012610554,
,6.035473839,
,7.02760286,
,6.297316913,
,6.129797179,
,6.171703385,
,7.18378756,
,6.074084863,
,9.646124142,
,5.996999519,
,8.20617569,
,6.375093057,
,6.681696789,
,8.173610365,
,6.098088397,
,6.88601342,
,8.146605678,
,5.631580914,
,8.121207417,
,6.018457727,
,5.924347744,
,8.627223909,
,6.564048294,
,5.033551311,
,5.709876463,
,8.077944363,
,6.4341763,
,6.061947775,
,11.42672338,
,9.269930664,
,6.704310452,
,6.899756843,
,6.577872595,
,14.64921414,
,6.882716408,
,7.383369954,
,7.615010391,
,5.615511464,
,5.848441145,
,7.179024483,
,5.076881004,
,6.022572656,
,7.023557667,
,6.332637445,
,6.042774292,
,6.128877385,
,6.964019182,
,6.043306213,
,9.766297381,
,5.96901349,
,7.954998332,
,6.360925002,
,6.631629806,
,8.114063949,
,6.026594306,
,6.817684718,
,8.082113604,
,5.609971499,
,8.418559684,
,5.914981186,
,5.896947676,
,8.55485676,
,6.624683607,
,5.071883526,
,5.648025212,
,8.032762863,
,6.409507451,
,6.03514,
,11.35216985,
,8.978737201,
,6.621104937,
,6.673873902,
,6.524806123,
,14.53141355,
,6.887545428,
,7.295206576,
,7.604353344,
,5.563231847,
,6.066226305,
,7.01029127,
,5.078849486,
,6.030469121,
,6.973819955,
,6.213439426,
,5.835939364,
,6.012580527,
,6.868864006,
,5.977964508,
,9.458995984,
,5.900383393,
,7.847959807,
,6.293576817,
,6.6796334,
,8.096514515,
,6.038570532,
,6.909565678,
,8.178109213,
,5.622247685,
,9.859897752,
,5.900494914,
,5.803877342,
,8.615758652,
,6.573611373,
,5.117591665,
,5.696995671,
,8.241698118,
,6.376301342,
,6.034875137,
,11.35424921,
,8.812203997,
,6.670529643,
,7.257947372,
,6.603365507,
,14.51118307,
,7.068570776,
,7.451573409,
,7.68007001,
,5.534957846,
,6.183386044,
,7.195783675,
,5.162497289,
,6.100314027,
,7.04538866,
,6.354014314,
,6.109928257,
,6.103698547,
,7.148449106,
,6.132165903,
,9.346191564,
,5.980085786,
,8.301654543,
,6.272149828,
,6.719209836,
,8.084885015,
,6.046908339,
,6.852304818,
,8.261958886,
,5.645034975,
,10.14944548,
,5.937829217,
,5.759267044,
,8.738085975,
,6.577168553,
,5.133620352,
,5.699647738,
,8.322716647,
,6.420406155,
,6.141230473,
,11.42544624,
,8.970479732,
,6.7256012,
,7.331737182,
,6.682684473,
,14.68162023,
,6.970554517,
,7.544967437,
,7.738659675,
,5.532600309,
,6.120767213,
,7.319737318,
,5.079139961,
,6.106639274,
,7.196816336,
,6.418043248,
,6.111723008,
,6.129228221,
,7.163262324,
,6.136299323,
,9.508400577,
,5.971889717,
,8.251975644,
,6.271875473,
,6.651986571,
,8.005770795,
,5.998216421,
,6.373883834,
,7.752285772,
,5.365280366,
,7.788408843,
,5.679571593,
,5.554858978,
,8.058257009,
,6.125157945,
,4.935480772,
,5.369612304,
,7.512390704,
,6.016094771,
,5.816207885,
,10.98730236,
,8.829878695,
,6.384008066,
,6.685917601,
,6.354785443,
,14.29441298,
,6.694955627,
,7.06773084,
,7.362705952,
,5.200557264,
,5.557495952,
,6.796209806,
,4.881387791,
,5.719098499,
,6.727720105,
,6.08964202,
,5.387449231,
,5.927646033,
,6.691872135,
,5.893999502,
,9.612360212,
,5.397454287,
,7.43023875,
,6.200839573,
,6.418622705,
,7.708450516,
,5.902774175,
,6.419520195,
,7.527786459,
,5.199352164,
,7.628374843,
,5.58386064,
,5.496279041,
,8.026638925,
,6.056476721,
,4.974036884,
,5.402905483,
,7.200439584,
,5.959374158,
,5.784476091,
,11.14195826,
,8.742560251,
,6.374985058,
,6.6264271,
,6.213462192,
,14.30533218,
,6.46401153,
,6.963056731,
,7.296514713,
,5.259981175,
,5.561527839,
,6.833982323,
,4.77977473,
,5.579352941,
,6.610508562,
,6.067661843,
,5.575074608,
,5.914475299,
,6.657403419,
,5.843465133,
,9.562527005,
,5.501138953,
,7.663121125,
,5.996073491,
,6.25828348,
,7.606736649,
,5.79718217,
,6.448571722,
,7.615949282,
,5.318489561,
,7.751315652,
,5.562012584,
,5.561987218,
,8.103586006,
,6.090468278,
,5.001721595,
,5.451505221,
,7.305649295,
,6.052230535,
,5.768263987,
,11.33328144,
,8.731266029,
,6.429586039,
,6.800832538,
,6.281630625,
,14.3308035,
,6.479040957,
,6.973299879,
,7.319925896,
,5.299083832,
,5.499636497,
,6.74056632,
,4.898341022,
,5.677073797,
,6.590177496,
,6.206998356,
,5.642715601,
,5.931173045,
,6.669657075,
,5.841278819,
,9.467799556,
,5.620520192,
,7.906178541,
,6.071750977,
,6.368065763,
,7.694069511,
,5.80697701,
,6.640754125,
,7.889989541,
,5.458139215,
,7.949823636,
,5.839865512,
,5.735930186,
,8.296769343,
,6.43121542,
,5.108919112,
,5.600222951,
,7.648555323,
,6.315976774,
,5.912574586,
,11.42576078,
,9.139712611,
,6.687854221,
,6.994613123,
,6.408360119,
,14.69746918,
,6.849801202,
,7.180268153,
,7.497820165,
,5.566962796,
,6.179850173,
,6.971620204,
,5.111447313,
,5.95501481,
,6.800840987,
,6.239927136,
,5.913656246,
,6.095050947,
,6.878276237,
,6.02927657,
,10.11250021,
,5.810921153,
,8.146991312,
,6.176964072,
,6.550602112,
,7.908694911,
,5.973445114,
,6.843556917,
,8.007322229,
,5.608810895,
,8.243395621,
,5.912525017,
,5.768027798,
,8.674224881,
,6.527175377,
,5.186197254,
,5.708714631,
,7.914594717,
,6.383674821,
,6.0309642,
,11.42481454,
,8.948892076,
,6.772599008,
,7.319802143,
,6.65625073,
,14.71080427,
,6.852974436,
,7.443892823,
,7.751207751,
,5.576716048,
,6.119297083,
,7.090439104,
,5.175208275,
,6.047962062,
,7.024339655,
,6.278047567,
,6.113563422,
,6.021371412,
,6.913108147,
,6.044202027,
,9.832358612,
,6.025025392,
,8.381048203,
,6.242905158,
,6.635014612,
,7.946900269,
,6.071282133,
,6.651831178,
,7.750749645,
,5.31426862,
,7.603934988,
,5.678834252,
,5.63527002,
,8.189367324,
,6.321499176,
,5.089275375,
,5.595650246,
,7.444922164,
,6.238593614,
,5.820755174,
,11.24172145,
,8.718153704,
,6.502545507,
,7.06535384,
,6.347412389,
,14.96581468,
,6.503214104,
,7.053927299,
,7.544593573,
,5.332071358,
,5.830795346,
,6.764628071,
,4.943853341,
,5.82977504,
,6.668149548,
,6.135446949,
,5.81764745,
,5.926977413,
,6.815500261,
,5.934916472,
,10.50233842,
,5.812381935,
,8.092641339,
,6.118947841,
,6.499455328,
,7.929181906,
,5.8968202,
,6.638524128,
,7.777989756,
,5.244272016,
,7.661865215,
,5.583536374,
,5.525761462,
,8.246077558,
,6.191436012,
,5.03474822,
,5.561985829,
,7.595980384,
,6.11027293,
,5.813631309,
,11.32126243,
,8.926480191,
,6.482754851,
,6.915680075,
,6.378342256,
,14.54803728,
,6.494058584,
,7.121513322,
,7.479310214,
,5.231990247,
,5.640069165,
,6.945246972,
,4.952480798,
,5.700323812,
,6.743897439,
,6.158567742,
,5.698754041,
,5.955158895,
,6.765227795,
,5.896733091,
,9.793185742,
,5.633526634,
,7.66857542,
,6.01603281,
,6.388665921,
,7.84638363,
,5.907211938,
