month,lcl_average_speed,sbs_average_speed
,6.989232223,
,5.288158011,
,5.916590249,
,6.461086634,
,6.139808331,
,5.808733162,
,5.886750981,
,6.748033795,
,5.848005763,
,9.871208453,
,5.732296755,
,7.638035118,
,7.532006126,
,6.122400049,
,6.189154853,
,7.719407684,
,5.775434739,
,6.588359936,
,5.370661162,
,7.810835775,
,5.401311207,
,5.424423146,
,4.680219111,
,8.530778184,
,6.293302782,
,5.238384289,
,5.516401679,
,8.452657688,
,8.507649254,
,6.276475765,
,5.839269344,
,10.82138199,
,8.121751508,
,6.703610557,
,6.824412437,
,6.341642963,
,14.59881961,
,6.314502673,
,7.109208723,
,7.217906228,
,5.361982198,
,5.503347031,
,7.123124371,
,1.382800983,
,5.200327806,
,5.914311312,
,6.672521937,
,6.163443057,
,5.879012346,
,5.874929651,
,5.963059592,
,6.862729161,
,5.873793973,
,9.290173602,
,5.796344664,
,7.791226394,
,5.781925344,
,6.051295308,
,6.088049492,
,7.71327424,
,5.825675531,
,6.523378328,
,5.289019095,
,7.586057388,
,5.35548778,
,5.418209769,
,8.444500742,
,6.252455347,
,5.216537076,
,5.446428546,
,8.433191269,
,6.216299709,
,5.705488956,
,10.69359965,
,8.043226722,
,6.526607172,
,6.797880086,
,6.229057397,
,14.40994479,
,6.15987513,
,6.994638352,
,7.105837771,
,5.328781321,
,5.470568071,
,7.105304779,
,5.141129857,
,5.851600047,
,6.584493309,
,6.064038356,
,5.810906386,
,5.964992469,
,6.726960557,
,5.82085741,
,9.337501357,
,5.714324847,
,7.681238503,
,5.982429645,
,6.110177599,
,7.653931291,
,5.727789315,
,6.511187946,
,5.188167354,
,7.398059288,
,5.401999108,
,5.441250343,
,8.449055545,
,6.02333368,
,5.170015909,
,5.396947903,
,8.38205162,
,6.05641263,
,5.628867785,
,10.76224519,
,8.129644365,
,6.438444384,
,6.684962096,
,6.145891022,
,14.53126613,
,6.133880838,
,6.857847884,
,6.954335305,
,5.243957364,
,5.322254294,
,7.16401395,
,5.031775122,
,5.755149914,
,6.576863578,
,5.969135122,
,5.766332107,
,5.955996145,
,6.610320567,
,5.805966602,
,9.471803756,
,5.635842849,
,7.624284741,
,5.921494527,
,6.042244296,
,7.603311938,
,5.733429355,
,6.658527306,
,5.364440352,
,7.474529903,
,5.470032335,
,5.549867293,
,8.6862418,
,6.24427843,
,5.212526596,
,5.526072917,
,8.633128626,
,6.208683167,
,5.732156481,
,10.91513375,
,8.177091931,
,6.581037092,
,6.755355653,
,6.408713219,
,14.43009569,
,6.266445019,
,7.156066828,
,7.195581798,
,5.328742102,
,5.572358593,
,7.333668767,
,5.121187168,
,5.898909634,
,6.752075397,
,6.030680129,
,5.768882997,
,6.030932782,
,6.686964385,
,5.843409498,
,9.754471704,
,5.708157331,
,7.788232188,
,6.035262499,
,6.191195628,
,7.696011328,
,5.817334703,
,6.508650288,
,5.291201841,
,7.128757095,
,5.336897136,
,5.479450173,
,8.46532831,
,6.040405801,
,4.865907145,
,5.393195659,
,8.336720514,
,5.942367708,
,5.519475478,
,10.84606405,
,8.043689325,
,6.323478218,
,6.54687762,
,6.196613184,
,14.03786681,
,6.047254122,
,6.81002317,
,6.962156537,
,5.176077831,
,5.289535387,
,6.993437352,
,5.013882585,
,5.577772348,
,6.448635892,
,5.789276246,
,5.447407614,
,5.906854168,
,6.876702896,
,5.704535984,
,9.238464283,
,5.349929583,
,7.366676633,
,5.94242286,
,6.086677764,
,7.676082284,
,5.680886346,
,6.509990896,
,5.3302745,
,7.214545343,
,5.344735319,
,5.380645406,
,8.463055083,
,6.222483082,
,4.943592296,
,5.438795609,
,8.580536944,
,6.145254038,
,5.64755066,
,10.85034296,
,8.024700087,
,6.435903879,
,6.951691287,
,6.248670557,
,13.8819654,
,6.107672801,
,6.863870144,
,6.984627232,
,5.208624873,
,5.172926645,
,6.982419554,
,5.11128684,
,5.583895701,
,6.47005032,
,5.931762962,
,5.774521616,
,5.921805671,
,6.787579755,
,5.75436196,
,9.412078241,
,5.636517248,
,7.554468405,
,5.838974055,
,6.158519854,
,7.745798912,
,5.720021909,
,6.695750644,
,5.589638805,
,9.598458503,
,5.585051852,
,5.553428331,
,8.643862955,
,6.367080469,
,5.025669914,
,5.468765888,
,8.925199281,
,6.349440367,
,5.827934579,
,11.06701376,
,8.272481232,
,6.517988357,
,6.905490902,
,6.356337699,
,14.14577024,
,6.478629776,
,7.171642895,
,7.168242058,
,5.404032441,
,5.800024146,
,7.326914263,
,5.293693127,
,5.933298052,
,6.769272809,
,6.040005507,
,5.995146979,
,5.985698686,
,7.024488866,
,5.922724835,
,9.781526083,
,5.804720377,
,8.257357372,
,6.068856488,
,6.318447683,
,7.881919112,
,5.779706188,
,6.749799345,
,5.643700133,
,9.794642139,
,5.55606053,
,5.60066014,
,8.698983394,
,6.469038782,
,5.077581118,
,5.540397633,
,9.133972802,
,6.496455229,
,5.930421316,
,11.18961052,
,8.61215791,
,6.615824797,
,6.949400356,
,6.473780439,
,14.49705334,
,6.696923812,
,7.323314301,
,7.278355675,
,5.585654691,
,5.960947577,
,7.350479701,
,5.300049348,
,5.988198231,
,6.910225516,
,6.136563073,
,5.992140971,
,6.035527851,
,7.174378619,
,6.080422087,
,9.974028365,
,5.846789898,
,8.399671955,
,6.194834332,
,6.375429105,
,7.967964384,
,5.831743389,
,6.41472152,
,5.122467281,
,7.066861239,
,5.16629307,
,5.337748503,
,7.970742202,
,5.980193667,
,4.901172208,
,5.348722421,
,6.904659457,
,5.9902433,
,5.493020139,
,10.78408949,
,8.222208319,
,6.104103867,
,6.592202853,
,6.082328736,
,14.1552613,
,5.923169163,
,6.77660124,
,6.86767033,
,5.036656367,
,5.260417695,
,6.567500896,
,4.63558438,
,5.524475063,
,6.412102064,
,5.708660657,
,5.673204266,
,5.725568986,
,6.67736475,
,5.726360975,
,9.529585282,
,5.539773502,
,7.484002736,
,5.869980797,
,6.156469029,
,7.602902368,
,5.617859599,
,6.545187388,
,5.245677429,
,7.199175501,
,5.195330403,
,5.400929107,
,7.678708423,
,6.037964886,
,4.979710945,
,5.489846039,
,6.925857831,
,6.066016093,
,5.578111398,
,10.67044263,
,8.278946312,
,6.12427948,
,6.604090263,
,6.022157393,
,14.27383824,
,6.033693269,
,6.689048281,
,6.892734143,
,5.161125598,
,5.243647172,
,6.446476696,
,4.876718342,
,5.650299438,
,6.378328673,
,5.770545448,
,5.692509398,
,5.759159538,
,6.678619743,
,5.714768163,
,9.67667162,
,5.604743825,
,7.524382857,
,6.00805931,
,6.075393157,
,7.682340594,
,5.656367703,
,6.492054834,
,5.112417323,
,7.116025255,
,5.120511026,
,5.415767029,
,7.591750044,
,6.125375561,
,4.959020374,
,5.494484441,
,6.876213262,
,6.093399506,
,5.616378356,
,10.65530004,
,8.462525842,
,6.275740843,
,6.550981098,
,6.067192844,
,14.25084904,
,6.113210875,
,6.70565225,
,6.910801584,
,5.199180426,
,5.399420598,
,6.263007166,
,4.829283145,
,5.700226629,
,6.389123458,
,5.957667917,
,5.657028851,
,5.76269247,
,6.660852858,
,5.708240231,
,9.502360759,
,5.590317407,
,7.52901606,
,5.946072964,
,6.086770743,
,7.736348632,
,5.673051434,
,6.597874982,
,5.225774321,
,7.457477373,
,5.097682146,
,5.529119317,
,7.881503812,
,6.27524484,
,5.029848707,
,5.741985025,
,7.098112291,
,6.286953647,
,5.728506838,
,10.64945015,
,8.520902358,
,6.369719155,
,6.718352592,
,6.263366332,
,14.32112775,
,6.169045272,
,6.918303129,
,7.076686731,
,5.321517798,
,5.563564008,
,6.639242694,
,5.003163198,
,5.750467393,
,6.504869938,
,6.044320334,
,5.90142685,
,5.835877934,
,6.657427225,
,5.837211125,
,9.699367156,
,5.764495091,
,7.648571105,
,6.01949067,
,6.168292325,
,7.813402248,
,5.619283639,
,6.672824669,
,7.587958896,
,5.292915539,
,7.684186922,
,5.564631317,
,5.558495254,
,7.52600293,
,6.184176671,
,4.999748455,
,5.469764465,
,7.288212183,
,6.204520981,
,5.815442418,
,10.97770685,
,8.641081242,
,6.475446604,
,6.752207598,
,6.284534922,
,14.7440719,
,6.399324098,
,6.981363233,
,7.111279747,
,5.269096657,
,5.659340884,
,6.505569727,
,5.006213641,
,5.709586743,
,6.685276786,
,5.959535403,
,5.863473691,
,5.874797782,
,6.786342014,
,5.846504123,
,9.590468886,
,5.694527285,
,7.730252338,
,6.109746225,
,6.165926491,
,7.884685214,
,5.810536388,
,6.571151673,
,7.587473347,
,5.212758483,
,7.605441659,
,5.646781768,
,5.477842248,
,7.754109578,
,6.200329727,
,4.867075498,
,5.461481358,
,7.227420008,
,6.066350624,
,5.773290918,
,10.94604833,
,8.785547008,
,6.421788818,
,6.524204773,
,6.194731591,
,14.57687134,
,6.292776425,
,6.868374085,
,7.002299827,
,5.205413944,
,5.515124151,
,6.566960256,
,5.136606478,
,5.656097912,
,6.699503587,
,5.971555439,
,5.669910687,
,5.873921504,
,6.79722917,
,5.868347778,
,9.57847186,
,5.584493013,
,7.841068914,
,6.019638514,
,6.002502212,
,7.893894903,
,5.767631501,
,6.964615271,
,8.377337807,
,5.745008613,
,8.337637394,
,6.085051692,
,5.887341541,
,8.814298529,
,6.653363663,
,5.126503897,
,5.755307639,
,7.926240831,
,6.545659612,
,6.091254257,
,11.31672428,
,9.154895523,
,6.804437394,
,6.986932081,
,6.632975759,
,15.02891691,
,7.074235412,
,7.38748907,
,7.618825437,
,5.68556004,
,6.018902408,
,7.393923863,
,5.749265709,
,6.116352245,
,7.079191944,
,6.270616084,
,6.186577744,
,6.099376807,
,7.349067592,
,6.149123622,
,10.29840887,
,6.064420025,
,8.487013287,
,6.422488487,
,6.53536194,
,8.070751358,
,6.088829942,
,7.699181863,
,9.867126994,
,6.663657489,
,10.46438184,
,6.922364026,
,6.389657571,
,10.7020111,
,7.90085517,
,5.82841466,
,6.511315208,
,7.755623676,
,7.252455775,
,11.87303771,
,10.58148002,
,7.911537567,
,7.872237624,
,7.524920424,
,15.12107119,
,8.24217826,
,8.28281577,
,8.863897014,
,6.973464017,
,7.916275429,
,8.897709618,
,6.880796664,
,6.751469924,
,8.065952299,
,7.147003837,
,6.976018087,
,7.215852797,
,8.299817804,
,7.221249508,
,11.06085968,
,7.180756137,
,10.62753871,
,7.609950893,
,7.616906346,
,9.133572435,
,6.856311301,
,7.427325698,
,9.466439842,
,6.353715408,
,10.04549682,
,6.752644881,
,6.194843707,
,10.29289198,
,7.529286893,
,5.719209229,
,6.418610516,
,7.432044372,
,7.097232196,
,11.5627441,
,10.57415226,
,7.706889339,
,7.630767122,
,7.3452054,
,14.3971073,
,7.863065136,
,8.063184296,
,8.680704347,
,6.371989335,
,7.509639082,
,8.308965899,
,6.606992213,
,6.554299831,
,7.933237852,
,7.044617071,
,6.609413032,
,6.958207586,
,8.000310975,
,7.099870142,
,10.79003033,
,6.726579722,
,10.35133572,
,7.49531813,
,7.408326297,
,8.979409788,
,6.689380126,
,7.288908769,
,8.898495378,
,5.860995497,
,8.811949186,
,6.250500666,
,6.151016543,
,9.227092911,
,6.958014982,
,5.161238683,
,6.072771089,
,8.824409392,
,6.641919626,
,6.478784001,
,11.69649109,
,9.766365429,
,7.16788786,
,7.241959269,
,6.785281597,
,14.78397998,
,7.27979762,
,7.649995093,
,7.867787628,
,5.881994937,
,6.401534741,
,7.460809224,
,5.90271,
,6.278063892,
,7.380232747,
,6.534836611,
,6.336425883,
,6.3432867,
,7.545942784,
,6.288838791,
,10.42165271,
,6.283097625,
,8.862570121,
,6.571210452,
,6.669980121,
,8.290751759,
,6.275317398,
,7.243692274,
,8.689791949,
,5.746476347,
,10.24021837,
,6.086809077,
,5.940038716,
,8.950143634,
,6.828690127,
,5.105943773,
,6.006956843,
,8.714502027,
,6.560585648,
,6.373647815,
,11.50260089,
,9.509765113,
,7.056838344,
,7.174756411,
,6.751691184,
,15.0627988,
,6.804969559,
,7.553735425,
,7.762172282,
,5.661745925,
,6.223683369,
,7.349506035,
,5.065632816,
,6.166613577,
,7.336272278,
,6.320197582,
,6.18431192,
,6.257134586,
,7.361650238,
,6.300260728,
,10.42665591,
,6.121059492,
,8.899324895,
,6.436280549,
,6.541697636,
,8.164372052,
,6.122787223,
,7.155360098,
,8.650098033,
,5.795045365,
,10.29668929,
,6.020908352,
,5.958517618,
,8.919008507,
,6.720745018,
,5.096042933,
,5.7418426,
,8.631805775,
,6.541835824,
,6.253988704,
,11.58409057,
,9.403472683,
,7.075879649,
,7.082312745,
,6.745924974,
,14.8993196,
,6.869183672,
,7.546520096,
,7.779559537,
,5.639979848,
,6.135234656,
,7.262392599,
,5.102180658,
,6.217384096,
,7.277722751,
,6.299242701,
,6.117177752,
,6.250507553,
,7.400686089,
,6.264828976,
,10.20868285,
,6.06441001,
,8.748889296,
,6.372859291,
,6.600967372,
,7.990347539,
,6.088354483,
,7.075367272,
,8.312299381,
,5.695879262,
,8.23317684,
,6.021120909,
,5.938268298,
,8.645986623,
,6.74596664,
,5.094111445,
,5.710401662,
,8.434523724,
,6.502571549,
,6.119284268,
,11.43304169,
,9.423213842,
,6.867048975,
,7.218203341,
,6.612185718,
,14.95591025,
,6.775306592,
,7.546147579,
,7.688393461,
,5.722027121,
,5.949519372,
,7.152538177,
,5.058288476,
,6.0925051,
,7.128946509,
,6.27444625,
,6.215316164,
,6.120807333,
,7.199935239,
,6.179198357,
,10.19241052,
,6.063382259,
,8.264972757,
,6.37159953,
,6.523468272,
,8.047313263,
,6.053016756,
,6.968705323,
,8.256540415,
,5.638591818,
,8.176691943,
,5.981505206,
,5.873357991,
,8.728148486,
,6.708221606,
,5.114169501,
,5.73604148,
,8.373968992,
,6.448495063,
,6.123576658,
,11.25849447,
,9.276692231,
,6.868299719,
,7.100330963,
,6.632981075,
,15.12380536,
,6.839987961,
,7.476561321,
,7.626874048,
,5.710214861,
,5.929806932,
,7.199536449,
,5.008157991,
,6.1046661,
,7.047482644,
,6.274904844,
,6.139848151,
,6.18749996,
,7.231118093,
,6.165607092,
,10.56430485,
,6.089239748,
,8.138708797,
,6.424183218,
,6.412443555,
,8.062437034,
,6.077391948,
,7.01244625,
,8.269086018,
,5.646846361,
,8.378495723,
,5.956544036,
,5.910658738,
,8.740267748,
,6.801976747,
,5.17076075,
,5.746865763,
,8.457132454,
,6.496915625,
,6.193818565,
,11.37279239,
,9.2636196,
,6.88170767,
,7.046243829,
,6.672152264,
,15.31695221,
,6.905676292,
,7.528451175,
,7.810763341,
,5.750745487,
,5.941648534,
,7.340470151,
,5.047320004,
,6.036229753,
,7.145924233,
,6.378964207,
,6.077403423,
,6.177116967,
,7.223534139,
,6.23241131,
,10.27416123,
,6.096766418,
,8.287734857,
,6.36420147,
,6.566196728,
,8.208324125,
,6.082115205,
,6.940204336,
,8.314746742,
,5.590826043,
,8.342775459,
,5.848537387,
,5.942300974,
,8.812146251,
,6.841667584,
,5.191157487,
,5.759764516,
,8.376266744,
,6.505946182,
,6.195963554,
,11.35692567,
,9.289400063,
,6.862709057,
,7.035073049,
,6.726106756,
,15.23747606,
,6.964345856,
,7.569014585,
,7.723667713,
,5.777934222,
,6.228703606,
,7.463596371,
,5.009444471,
,6.124853296,
,7.031903387,
,6.324242421,
,6.314100435,
,6.201378493,
,7.182148936,
,6.206847835,
,10.33357491,
,6.11108121,
,8.515326138,
,6.493784051,
,6.757620379,
,8.219312474,
,6.095503608,
,7.108774843,
,8.468237141,
,5.806661701,
,8.66447485,
,5.875189867,
,6.067878647,
,9.113363166,
,6.981265057,
,5.261328809,
,5.863817859,
,8.562143416,
,6.635423685,
,6.268263588,
,11.60499702,
,9.63372636,
,6.993785705,
,7.493362925,
,6.875056027,
,15.64267836,
,7.08006654,
,7.750096865,
,7.896600248,
,5.935020667,
,6.469894647,
,7.611766543,
,5.123193571,
,6.204017326,
,7.39277741,
,6.478700539,
,6.377781646,
,6.239444016,
,7.527862091,
,6.265697201,
,10.62158752,
,6.233362672,
,8.474056463,
,6.476813763,
,6.945502028,
,8.22896012,
,6.291687112,
,6.96750269,
,8.28919876,
,5.681706207,
,8.234045851,
,5.770436764,
