month,borough,trip_type,route_id,period,total_operating_time,total_mileage,average_speed
2018-03,Bronx,LCL/LTD,BX20,Peak,730929,5592826.8,7.65166904
2018-03,Bronx,LCL/LTD,BX21,Off-Peak,9492636,66130426.8,6.966497694
2018-03,Bronx,LCL/LTD,BX21,Peak,3600007,21786451.2,6.051780233
2018-03,Bronx,LCL/LTD,BX22,Off-Peak,6042639,38848402.8,6.429045786
2018-03,Bronx,LCL/LTD,BX22,Peak,3438970,19910930.4,5.789794735
2018-03,Bronx,LCL/LTD,BX23,Off-Peak,2556821,29752624.8,11.63656932
2018-03,Bronx,LCL/LTD,BX23,Peak,2202567,23963018.4,10.87958659
2018-03,Bronx,LCL/LTD,BX24,Off-Peak,1284087,11866287.6,9.241030865
2018-03,Bronx,LCL/LTD,BX24,Peak,427917,3672813.6,8.583004648
2018-03,Bronx,LCL/LTD,BX26,Off-Peak,4760131,34889986.8,7.329627441
2018-03,Bronx,LCL/LTD,BX26,Peak,2687129,17544088.8,6.528934338
2018-03,Bronx,LCL/LTD,BX27,Off-Peak,3843233,28474088.4,7.408889443
2018-03,Bronx,LCL/LTD,BX27,Peak,2454337,16270866,6.629434344
2018-03,Bronx,LCL/LTD,BX28,Off-Peak,6877503,51538230,7.493741551
2018-03,Bronx,LCL/LTD,BX28,Peak,2565852,16118704.8,6.282008783
2018-03,Bronx,LCL/LTD,BX29,Off-Peak,1737189,26169699.6,15.06439403
2018-03,Bronx,LCL/LTD,BX29,Peak,926285,13154796,14.20167227
2018-03,Bronx,LCL/LTD,BX3,Off-Peak,6767622,48897417.6,7.22519928
2018-03,Bronx,LCL/LTD,BX3,Peak,3314903,20585682,6.210040535
2018-03,Bronx,LCL/LTD,BX30,Off-Peak,6253158,47175400.8,7.544252168
2018-03,Bronx,LCL/LTD,BX30,Peak,4030788,28323871.2,7.02688189
2018-03,Bronx,LCL/LTD,BX31,Off-Peak,7047761,54998978.4,7.803751915
2018-03,Bronx,LCL/LTD,BX31,Peak,3383827,23892656.4,7.06083863
2018-03,Bronx,LCL/LTD,BX32,Off-Peak,5103498,30076588.8,5.893328223
2018-03,Bronx,LCL/LTD,BX32,Peak,2714654,14476485.6,5.332718497
2018-03,Bronx,LCL/LTD,BX33,Off-Peak,2012654,13853170.8,6.883036429
2018-03,Bronx,LCL/LTD,BX33,Peak,960511,5258847.6,5.475051925
2018-03,Bronx,LCL/LTD,BX34,Off-Peak,3129416,25413616.8,8.120881596
2018-03,Bronx,LCL/LTD,BX34,Peak,1316686,9429184.8,7.161301024
2018-03,Bronx,LCL/LTD,BX35,Off-Peak,8494580,51179734.8,6.024987086
2018-03,Bronx,LCL/LTD,BX35,Peak,4047581,20340244.8,5.025284188
2018-03,Bronx,LCL/LTD,BX36,Off-Peak,17012573,106642216.8,6.268435515
2018-03,Bronx,LCL/LTD,BX36,Peak,7956626,46507172.4,5.845087151
2018-03,Bronx,LCL/LTD,BX38,Off-Peak,3748381,27014295.6,7.206923629
2018-03,Bronx,LCL/LTD,BX38,Peak,2140203,14296600.8,6.680020914
2018-03,Bronx,LCL/LTD,BX39,Off-Peak,8274510,56448003.6,6.821914965
2018-03,Bronx,LCL/LTD,BX39,Peak,4283222,26307331.2,6.141949028
2018-03,Bronx,LCL/LTD,BX4,Off-Peak,3176189,21734071.2,6.842814203
2018-03,Bronx,LCL/LTD,BX4,Peak,1515509,8946349.2,5.903197672
2018-03,Bronx,LCL/LTD,BX40,Off-Peak,6410770,42196676.4,6.582154156
2018-03,Bronx,LCL/LTD,BX40,Peak,2451231,14334544.8,5.847896343
2018-03,Bronx,LCL/LTD,BX41,Off-Peak,6090857,47043583.2,7.723639416
2018-03,Bronx,LCL/LTD,BX41,Peak,2284354,15241651.2,6.672193189
2018-03,Bronx,LCL/LTD,BX42,Off-Peak,6177484,39644380.8,6.417561065
2018-03,Bronx,LCL/LTD,BX42,Peak,2921996,17111044.8,5.855943951
2018-03,Bronx,LCL/LTD,BX46,Off-Peak,744913,7450498.8,10.00183753
2018-03,Bronx,LCL/LTD,BX46,Peak,255403,2485558.8,9.731909179
2018-03,Bronx,LCL/LTD,BX4A,Off-Peak,2878241,18444402,6.408220159
2018-03,Bronx,LCL/LTD,BX4A,Peak,1740735,10084356,5.793159786
2018-03,Bronx,LCL/LTD,BX5,Off-Peak,4979085,44678980.8,8.973331606
2018-03,Bronx,LCL/LTD,BX5,Peak,2816819,21983659.2,7.804427335
2018-03,Bronx,LCL/LTD,BX6,Off-Peak,8067710,58397634,7.238439904
2018-03,Bronx,LCL/LTD,BX6,Peak,3339477,20172394.8,6.040585038
2018-03,Bronx,LCL/LTD,BX7,Off-Peak,7082505,49085856,6.930578376
2018-03,Bronx,LCL/LTD,BX7,Peak,3761910,23083005.6,6.135980287
2018-03,Bronx,LCL/LTD,BX8,Off-Peak,6183607,51314965.2,8.298548921
2018-03,Bronx,LCL/LTD,BX8,Peak,3292855,25797016.8,7.834240135
2018-03,Bronx,LCL/LTD,BX9,Off-Peak,14575017,94821573.6,6.505760755
2018-03,Bronx,LCL/LTD,BX9,Peak,7237245,41561553.6,5.742731329
2018-04,Bronx,LCL/LTD,BX1,Off-Peak,10076135,69440292,6.891560306
2018-04,Bronx,LCL/LTD,BX1,Peak,4768463,31461300,6.597786331
2018-04,Bronx,LCL/LTD,BX10,Off-Peak,6938476,61564190.4,8.872869258
2018-04,Bronx,LCL/LTD,BX10,Peak,3783499,29067703.2,7.68275694
2018-04,Bronx,LCL/LTD,BX11,Off-Peak,8065090,49721119.2,6.164980081
2018-04,Bronx,LCL/LTD,BX11,Peak,4817052,25665793.2,5.328112132
2018-04,Bronx,LCL/LTD,BX12,Off-Peak,5255159,47133363.6,8.968970035
2018-04,Bronx,LCL/LTD,BX12,Peak,2374511,18083250,7.615568005
2018-04,Bronx,LCL/LTD,BX13,Off-Peak,4864147,30138786,6.196109205
2018-04,Bronx,LCL/LTD,BX13,Peak,3122692,16834140,5.390906308
