month,borough,trip_type,route_id,period,total_operating_time,total_mileage,average_speed
2016-01,Bronx,LCL/LTD,All,Off-Peak,232162082,1664094798,7.16781476
2016-01,Bronx,LCL/LTD,All,Peak,121295941,778349509.2,6.416946048
2016-01,Bronx,SBS,All,Off-Peak,14434684,140660701.2,9.744633218
2016-01,Bronx,SBS,All,Peak,8053480,71012332.8,8.817595971
2016-01,Brooklyn,EXP,All,Off-Peak,8013347,104194526.4,13.00262255
2016-01,Brooklyn,EXP,All,Peak,9176257,110387095.2,12.02964294
2016-01,Brooklyn,LCL/LTD,All,Off-Peak,363820547,2660540396,7.312782135
2016-01,Brooklyn,LCL/LTD,All,Peak,185413805,1190850098,6.422661454
2016-01,Brooklyn,SBS,All,Off-Peak,8603687,78524010,9.126785993
2016-01,Brooklyn,SBS,All,Peak,4857388,41897242.8,8.625467597
2016-01,Manhattan,LCL/LTD,All,Off-Peak,191739240,1124641937,5.865476137
2016-01,Manhattan,LCL/LTD,All,Peak,98640360,522838731.6,5.300454414
2016-01,Manhattan,SBS,All,Off-Peak,27058701,219655224,8.11772982
2016-01,Manhattan,SBS,All,Peak,14209368,99174312,6.979501974
2016-01,Queens,EXP,All,Off-Peak,6743065,96476133.6,14.30746012
2016-01,Queens,EXP,All,Peak,14160613,171950569.2,12.1428761
2016-01,Queens,LCL/LTD,All,Off-Peak,372583814,3424922834,9.1923554
2016-01,Queens,LCL/LTD,All,Peak,198041774,1622254568,8.191476655
2016-01,Queens,SBS,All,Off-Peak,16774037,171601902,10.23020886
2016-01,Queens,SBS,All,Peak,6843503,61728102,9.019956885
2016-01,Staten Island,EXP,All,Off-Peak,29385085,482072608.8,16.40535016
2016-01,Staten Island,EXP,All,Peak,28727193,447435298.8,15.57532262
2016-01,Staten Island,LCL/LTD,All,Off-Peak,48402531,581140364.4,12.00640447
2016-01,Staten Island,LCL/LTD,All,Peak,26172080,298734962.4,11.4142614
2016-01,Staten Island,SBS,All,Off-Peak,8080087,123462280.8,15.27982072
2016-01,Staten Island,SBS,All,Peak,4851640,71744810.4,14.78774402
2016-02,Bronx,EXP,All,Off-Peak,27116291,348183536.4,12.84038206
2016-02,Bronx,EXP,All,Peak,23223726,256283510.4,11.03541742
2016-02,Bronx,LCL/LTD,All,Off-Peak,250672433,1804629031,7.199152334
2016-02,Bronx,LCL/LTD,All,Peak,132284378,860848624.8,6.50756074
2016-02,Bronx,SBS,All,Off-Peak,16120308,156541953.6,9.710853763
2016-02,Bronx,SBS,All,Peak,8818004,78027894,8.848702495
2016-02,Brooklyn,EXP,All,Off-Peak,8725440,113268078,12.98136002
2016-02,Brooklyn,EXP,All,Peak,9937783,119396545.2,12.01440454
2016-02,Brooklyn,LCL/LTD,All,Off-Peak,398371278,2939635904,7.379136165
2016-02,Brooklyn,LCL/LTD,All,Peak,205366531,1341766066,6.533518675
